fecha,tipo_transporte,num_usuarios,tiempo_viaje_promedio_min,ruta_popular
2022-04-25,Bicicleta,3518,59,Nimble Peak - Ezmeral Valley
2022-04-26,Tranvía,3263,60,Ezmeral Valley - Composable Cloud
2022-04-27,Coche Compartido,1652,17,Nimble Peak - HPE Innovation Hub
2022-04-28,Autobús,3299,20,HPE Innovation Hub - Alletra City
2022-04-29,Taxi,1623,41,Nimble Peak - Ezmeral Valley
2022-04-30,Metro,1385,40,Ezmeral Valley - Apollo Heights
2022-05-01,Coche Compartido,1532,17,Ezmeral Valley - Composable Cloud
2022-05-02,Autobús,1669,46,Simplivity Springs - GreenLake Shores
2022-05-03,Metro,1646,39,Apollo Heights - GreenLake Shores
2022-05-04,Autobús,3445,27,HPE Innovation Hub - Aruba Central
2022-05-05,Taxi,4796,19,ProLiant Village - HPE Innovation Hub
2022-05-06,Taxi,1398,37,Composable Cloud - Apollo Heights
2022-05-07,Coche Compartido,618,30,Ezmeral Valley - HPE Innovation Hub
2022-05-08,Bicicleta,966,58,ProLiant Village - HPE Innovation Hub
2022-05-09,Metro,1227,53,Simplivity Springs - ProLiant Village
2022-05-10,Coche Compartido,1681,54,ProLiant Village - HPE Innovation Hub
2022-05-11,Autobús,2606,28,Nimble Peak - Simplivity Springs
2022-05-12,Metro,4939,36,Apollo Heights - Simplivity Springs
2022-05-13,Metro,1812,22,ProLiant Village - HPE Innovation Hub
2022-05-14,Coche Compartido,1830,26,Nimble Peak - HPE Innovation Hub
2022-05-15,Bicicleta,1546,37,Apollo Heights - GreenLake Shores
2022-05-16,Coche Compartido,1512,39,HPE Innovation Hub - Composable Cloud
2022-05-17,Tranvía,4980,26,ProLiant Village - Apollo Heights
2022-05-18,Taxi,2411,35,ProLiant Village - Apollo Heights
2022-05-19,Metro,4481,25,Alletra City - Apollo Heights
2022-05-20,Metro,1337,48,Composable Cloud - HPE Innovation Hub
2022-05-21,Coche Compartido,1140,40,Simplivity Springs - Alletra City
2022-05-22,Coche Compartido,783,22,ProLiant Village - GreenLake Shores
2022-05-23,Autobús,4670,49,Simplivity Springs - ProLiant Village
2022-05-24,Bicicleta,946,21,GreenLake Shores - ProLiant Village
2022-05-25,Metro,1539,59,Apollo Heights - Alletra City
2022-05-26,Metro,1384,17,Composable Cloud - Simplivity Springs
2022-05-27,Autobús,1969,15,ProLiant Village - Nimble Peak
2022-05-28,Metro,1032,23,ProLiant Village - Alletra City
2022-05-29,Bicicleta,1025,54,Simplivity Springs - Ezmeral Valley
2022-05-30,Autobús,1507,20,ProLiant Village - Ezmeral Valley
2022-05-31,Tranvía,5068,29,HPE Innovation Hub - Nimble Peak
2022-06-01,Metro,3096,29,Ezmeral Valley - ProLiant Village
2022-06-02,Autobús,2205,31,Composable Cloud - ProLiant Village
2022-06-03,Metro,1722,50,Alletra City - HPE Innovation Hub
2022-06-04,Bicicleta,342,20,Ezmeral Valley - ProLiant Village
2022-06-05,Taxi,1778,26,Alletra City - HPE Innovation Hub
2022-06-06,Autobús,3698,20,HPE Innovation Hub - Nimble Peak
2022-06-07,Coche Compartido,2678,57,Aruba Central - GreenLake Shores
2022-06-08,Coche Compartido,5020,16,ProLiant Village - Aruba Central
2022-06-09,Taxi,746,50,Ezmeral Valley - Aruba Central
2022-06-10,Metro,1835,15,Composable Cloud - Alletra City
2022-06-11,Coche Compartido,1376,34,Aruba Central - HPE Innovation Hub
2022-06-12,Bicicleta,2658,11,Nimble Peak - GreenLake Shores
2022-06-13,Tranvía,5029,45,Simplivity Springs - Ezmeral Valley
2022-06-14,Coche Compartido,3059,37,Nimble Peak - HPE Innovation Hub
2022-06-15,Taxi,3674,12,Composable Cloud - Ezmeral Valley
2022-06-16,Taxi,4455,46,Apollo Heights - Alletra City
2022-06-17,Bicicleta,5127,14,Ezmeral Valley - Aruba Central
2022-06-18,Coche Compartido,1477,11,HPE Innovation Hub - Ezmeral Valley
2022-06-19,Bicicleta,1441,43,HPE Innovation Hub - Apollo Heights
2022-06-20,Metro,2831,32,Ezmeral Valley - Simplivity Springs
2022-06-21,Autobús,3752,19,Nimble Peak - GreenLake Shores
2022-06-22,Coche Compartido,1117,29,Aruba Central - HPE Innovation Hub
2022-06-23,Tranvía,1456,18,HPE Innovation Hub - Alletra City
2022-06-24,Taxi,2909,12,Aruba Central - Nimble Peak
2022-06-25,Coche Compartido,569,14,Simplivity Springs - Composable Cloud
2022-06-26,Taxi,1252,58,Apollo Heights - Simplivity Springs
2022-06-27,Autobús,3188,16,ProLiant Village - HPE Innovation Hub
2022-06-28,Taxi,1137,41,HPE Innovation Hub - GreenLake Shores
2022-06-29,Tranvía,2439,24,GreenLake Shores - Composable Cloud
2022-06-30,Metro,2172,19,Aruba Central - Apollo Heights
2022-07-01,Taxi,4109,33,GreenLake Shores - Ezmeral Valley
2022-07-02,Taxi,736,48,ProLiant Village - Apollo Heights
2022-07-03,Autobús,1679,27,GreenLake Shores - ProLiant Village
2022-07-04,Tranvía,1114,25,GreenLake Shores - HPE Innovation Hub
2022-07-05,Taxi,3600,40,Simplivity Springs - Alletra City
2022-07-06,Bicicleta,2129,20,Alletra City - ProLiant Village
2022-07-07,Metro,3276,23,Ezmeral Valley - HPE Innovation Hub
2022-07-08,Bicicleta,3755,31,Aruba Central - ProLiant Village
2022-07-09,Coche Compartido,1915,28,Ezmeral Valley - Alletra City
2022-07-10,Taxi,2902,59,Ezmeral Valley - Nimble Peak
2022-07-11,Tranvía,1749,52,Nimble Peak - Simplivity Springs
2022-07-12,Bicicleta,5190,51,GreenLake Shores - Nimble Peak
2022-07-13,Bicicleta,1675,41,GreenLake Shores - Ezmeral Valley
2022-07-14,Tranvía,2528,33,GreenLake Shores - Alletra City
2022-07-15,Metro,5623,58,Composable Cloud - GreenLake Shores
2022-07-16,Bicicleta,479,55,GreenLake Shores - Apollo Heights
2022-07-17,Metro,1404,42,HPE Innovation Hub - GreenLake Shores
2022-07-18,Autobús,3890,32,Simplivity Springs - HPE Innovation Hub
2022-07-19,Taxi,878,53,Aruba Central - Simplivity Springs
2022-07-20,Tranvía,4091,25,Ezmeral Valley - Nimble Peak
2022-07-21,Coche Compartido,5042,48,Ezmeral Valley - HPE Innovation Hub
2022-07-22,Tranvía,3220,22,HPE Innovation Hub - Alletra City
2022-07-23,Autobús,1646,11,Composable Cloud - Ezmeral Valley
2022-07-24,Bicicleta,1019,47,Aruba Central - ProLiant Village
2022-07-25,Coche Compartido,2342,41,Ezmeral Valley - Composable Cloud
2022-07-26,Autobús,1302,29,Simplivity Springs - Alletra City
2022-07-27,Metro,2287,13,GreenLake Shores - ProLiant Village
2022-07-28,Bicicleta,2543,30,Apollo Heights - Alletra City
2022-07-29,Bicicleta,3325,38,GreenLake Shores - Apollo Heights
2022-07-30,Autobús,809,10,Simplivity Springs - Ezmeral Valley
2022-07-31,Bicicleta,1264,49,Apollo Heights - Simplivity Springs
2022-08-01,Bicicleta,2488,54,ProLiant Village - Alletra City
2022-08-02,Taxi,1688,59,HPE Innovation Hub - Composable Cloud
2022-08-03,Metro,3212,28,Nimble Peak - GreenLake Shores
2022-08-04,Autobús,2447,56,ProLiant Village - Simplivity Springs
2022-08-05,Taxi,2417,31,Nimble Peak - GreenLake Shores
2022-08-06,Taxi,2713,51,Composable Cloud - Aruba Central
2022-08-07,Coche Compartido,1664,17,HPE Innovation Hub - Alletra City
2022-08-08,Autobús,1117,40,HPE Innovation Hub - Nimble Peak
2022-08-09,Autobús,3296,45,Composable Cloud - Aruba Central
2022-08-10,Bicicleta,4376,28,GreenLake Shores - Apollo Heights
2022-08-11,Taxi,1282,15,Apollo Heights - Ezmeral Valley
2022-08-12,Taxi,862,37,GreenLake Shores - Composable Cloud
2022-08-13,Autobús,603,58,Aruba Central - GreenLake Shores
2022-08-14,Autobús,1166,48,Composable Cloud - ProLiant Village
2022-08-15,Autobús,1280,40,Nimble Peak - ProLiant Village
2022-08-16,Coche Compartido,3229,53,ProLiant Village - Apollo Heights
2022-08-17,Taxi,2354,46,Alletra City - HPE Innovation Hub
2022-08-18,Bicicleta,3165,32,HPE Innovation Hub - GreenLake Shores
2022-08-19,Coche Compartido,1689,12,Ezmeral Valley - Alletra City
2022-08-20,Bicicleta,1132,27,Nimble Peak - Ezmeral Valley
2022-08-21,Autobús,956,45,HPE Innovation Hub - Aruba Central
2022-08-22,Coche Compartido,1605,53,Ezmeral Valley - Apollo Heights
2022-08-23,Bicicleta,1813,14,Aruba Central - GreenLake Shores
2022-08-24,Bicicleta,1423,45,Alletra City - ProLiant Village
2022-08-25,Coche Compartido,640,32,Simplivity Springs - Nimble Peak
2022-08-26,Bicicleta,3693,21,Alletra City - Apollo Heights
2022-08-27,Coche Compartido,1072,45,HPE Innovation Hub - Alletra City
2022-08-28,Tranvía,2338,21,Simplivity Springs - ProLiant Village
2022-08-29,Taxi,3233,33,Apollo Heights - GreenLake Shores
2022-08-30,Coche Compartido,2387,46,ProLiant Village - HPE Innovation Hub
2022-08-31,Metro,3575,50,Aruba Central - Ezmeral Valley
2022-09-01,Autobús,3534,24,Composable Cloud - Aruba Central
2022-09-02,Metro,4929,25,Composable Cloud - GreenLake Shores
2022-09-03,Coche Compartido,1669,56,Nimble Peak - Simplivity Springs
2022-09-04,Bicicleta,1426,38,ProLiant Village - Composable Cloud
2022-09-05,Autobús,2398,45,Nimble Peak - ProLiant Village
2022-09-06,Bicicleta,4092,22,HPE Innovation Hub - Simplivity Springs
2022-09-07,Metro,2315,22,Apollo Heights - Composable Cloud
2022-09-08,Bicicleta,1135,16,Ezmeral Valley - HPE Innovation Hub
2022-09-09,Metro,3341,39,Alletra City - HPE Innovation Hub
2022-09-10,Autobús,604,22,Composable Cloud - HPE Innovation Hub
2022-09-11,Coche Compartido,1892,49,GreenLake Shores - Composable Cloud
2022-09-12,Autobús,2387,59,HPE Innovation Hub - Simplivity Springs
2022-09-13,Taxi,1920,57,Composable Cloud - Ezmeral Valley
2022-09-14,Metro,2153,48,Ezmeral Valley - HPE Innovation Hub
2022-09-15,Bicicleta,3605,45,Apollo Heights - Nimble Peak
2022-09-16,Tranvía,899,12,ProLiant Village - Composable Cloud
2022-09-17,Metro,2172,48,Simplivity Springs - GreenLake Shores
2022-09-18,Tranvía,1613,53,Composable Cloud - Apollo Heights
2022-09-19,Autobús,3157,22,Composable Cloud - Nimble Peak
2022-09-20,Metro,2103,21,Simplivity Springs - Aruba Central
2022-09-21,Autobús,2855,36,Composable Cloud - GreenLake Shores
2022-09-22,Autobús,1685,37,Nimble Peak - GreenLake Shores
2022-09-23,Metro,1691,12,Apollo Heights - Simplivity Springs
2022-09-24,Taxi,1922,37,Composable Cloud - Aruba Central
2022-09-25,Autobús,762,60,HPE Innovation Hub - Alletra City
2022-09-26,Autobús,4133,38,HPE Innovation Hub - ProLiant Village
2022-09-27,Bicicleta,5029,45,HPE Innovation Hub - Simplivity Springs
2022-09-28,Tranvía,936,28,ProLiant Village - Composable Cloud
2022-09-29,Coche Compartido,2543,36,Alletra City - Simplivity Springs
2022-09-30,Autobús,1357,56,Nimble Peak - HPE Innovation Hub
2022-10-01,Coche Compartido,2546,55,Alletra City - Ezmeral Valley
2022-10-02,Bicicleta,1499,17,Aruba Central - Ezmeral Valley
2022-10-03,Tranvía,3140,43,Apollo Heights - Simplivity Springs
2022-10-04,Coche Compartido,3466,50,Composable Cloud - HPE Innovation Hub
2022-10-05,Bicicleta,798,11,ProLiant Village - Alletra City
2022-10-06,Tranvía,2398,17,Ezmeral Valley - Apollo Heights
2022-10-07,Coche Compartido,1575,32,Simplivity Springs - GreenLake Shores
2022-10-08,Taxi,2061,60,ProLiant Village - Nimble Peak
2022-10-09,Tranvía,1247,25,Simplivity Springs - ProLiant Village
2022-10-10,Bicicleta,795,48,Composable Cloud - Alletra City
2022-10-11,Autobús,1882,42,Nimble Peak - Ezmeral Valley
2022-10-12,Tranvía,4031,44,Ezmeral Valley - HPE Innovation Hub
2022-10-13,Bicicleta,4931,31,Nimble Peak - ProLiant Village
2022-10-14,Tranvía,3533,19,ProLiant Village - HPE Innovation Hub
2022-10-15,Tranvía,2461,55,Simplivity Springs - Apollo Heights
2022-10-16,Tranvía,1317,48,Composable Cloud - Ezmeral Valley
2022-10-17,Bicicleta,3093,15,ProLiant Village - Composable Cloud
2022-10-18,Coche Compartido,1696,37,Ezmeral Valley - ProLiant Village
2022-10-19,Metro,1364,37,Nimble Peak - Simplivity Springs
2022-10-20,Metro,1636,35,Ezmeral Valley - Composable Cloud
2022-10-21,Bicicleta,2635,43,HPE Innovation Hub - Composable Cloud
2022-10-22,Metro,662,26,Simplivity Springs - Aruba Central
2022-10-23,Metro,1805,15,Aruba Central - ProLiant Village
2022-10-24,Metro,1300,56,Nimble Peak - Apollo Heights
2022-10-25,Autobús,1944,26,Composable Cloud - Apollo Heights
2022-10-26,Coche Compartido,3810,19,Simplivity Springs - HPE Innovation Hub
2022-10-27,Taxi,3496,51,Composable Cloud - GreenLake Shores
2022-10-28,Tranvía,2341,26,Ezmeral Valley - HPE Innovation Hub
2022-10-29,Metro,2616,17,Alletra City - Apollo Heights
2022-10-30,Metro,1308,27,Composable Cloud - Apollo Heights
2022-10-31,Metro,2807,12,ProLiant Village - Simplivity Springs
2022-11-01,Autobús,4062,30,Ezmeral Valley - Aruba Central
2022-11-02,Bicicleta,1524,60,ProLiant Village - Aruba Central
2022-11-03,Taxi,4034,36,Composable Cloud - GreenLake Shores
2022-11-04,Taxi,1073,49,Alletra City - HPE Innovation Hub
2022-11-05,Coche Compartido,1900,42,Ezmeral Valley - Aruba Central
2022-11-06,Bicicleta,917,22,Aruba Central - GreenLake Shores
2022-11-07,Bicicleta,1250,26,Aruba Central - ProLiant Village
2022-11-08,Bicicleta,3194,17,Alletra City - Simplivity Springs
2022-11-09,Taxi,835,54,Alletra City - GreenLake Shores
2022-11-10,Tranvía,1487,60,Aruba Central - GreenLake Shores
2022-11-11,Metro,1118,10,Ezmeral Valley - Apollo Heights
2022-11-12,Bicicleta,1112,28,Ezmeral Valley - GreenLake Shores
2022-11-13,Metro,2223,21,HPE Innovation Hub - ProLiant Village
2022-11-14,Autobús,770,43,HPE Innovation Hub - Aruba Central
2022-11-15,Coche Compartido,4022,35,Composable Cloud - Simplivity Springs
2022-11-16,Tranvía,977,45,Aruba Central - Alletra City
2022-11-17,Bicicleta,1151,34,Nimble Peak - HPE Innovation Hub
2022-11-18,Coche Compartido,4199,18,GreenLake Shores - HPE Innovation Hub
2022-11-19,Metro,1508,35,Apollo Heights - GreenLake Shores
2022-11-20,Autobús,2126,49,Alletra City - Composable Cloud
2022-11-21,Autobús,3762,50,ProLiant Village - HPE Innovation Hub
2022-11-22,Bicicleta,2173,52,Composable Cloud - Nimble Peak
2022-11-23,Autobús,1348,22,Nimble Peak - Composable Cloud
2022-11-24,Autobús,2961,37,HPE Innovation Hub - Simplivity Springs
2022-11-25,Coche Compartido,2988,27,HPE Innovation Hub - ProLiant Village
2022-11-26,Bicicleta,1874,29,GreenLake Shores - Simplivity Springs
2022-11-27,Taxi,803,42,HPE Innovation Hub - Nimble Peak
2022-11-28,Taxi,1789,10,Simplivity Springs - Nimble Peak
2022-11-29,Autobús,2084,24,Ezmeral Valley - Composable Cloud
2022-11-30,Autobús,2831,13,Aruba Central - Nimble Peak
2022-12-01,Metro,2473,36,ProLiant Village - Alletra City
2022-12-02,Bicicleta,2131,54,Aruba Central - Simplivity Springs
2022-12-03,Metro,628,58,GreenLake Shores - Simplivity Springs
2022-12-04,Metro,1327,38,Nimble Peak - HPE Innovation Hub
2022-12-05,Metro,3776,17,ProLiant Village - Simplivity Springs
2022-12-06,Autobús,5402,29,Nimble Peak - Apollo Heights
2022-12-07,Metro,1692,52,Aruba Central - Composable Cloud
2022-12-08,Taxi,3412,48,ProLiant Village - Nimble Peak
2022-12-09,Metro,728,40,GreenLake Shores - Alletra City
2022-12-10,Coche Compartido,1384,44,ProLiant Village - HPE Innovation Hub
2022-12-11,Tranvía,1606,56,Nimble Peak - Ezmeral Valley
2022-12-12,Metro,2321,19,Simplivity Springs - Aruba Central
2022-12-13,Autobús,4445,20,ProLiant Village - Composable Cloud
2022-12-14,Bicicleta,5030,28,Alletra City - HPE Innovation Hub
2022-12-15,Tranvía,2421,15,HPE Innovation Hub - Simplivity Springs
2022-12-16,Autobús,2809,36,Simplivity Springs - ProLiant Village
2022-12-17,Coche Compartido,1507,26,HPE Innovation Hub - Apollo Heights
2022-12-18,Autobús,1703,28,ProLiant Village - Nimble Peak
2022-12-19,Autobús,1122,27,GreenLake Shores - Nimble Peak
2022-12-20,Autobús,2585,12,HPE Innovation Hub - Simplivity Springs
2022-12-21,Tranvía,3669,39,Alletra City - Simplivity Springs
2022-12-22,Autobús,3044,27,Alletra City - ProLiant Village
2022-12-23,Bicicleta,1477,32,Simplivity Springs - Alletra City
2022-12-24,Coche Compartido,541,25,Nimble Peak - HPE Innovation Hub
2022-12-25,Taxi,801,20,HPE Innovation Hub - Simplivity Springs
2022-12-26,Tranvía,1128,24,GreenLake Shores - Ezmeral Valley
2022-12-27,Bicicleta,2054,51,Nimble Peak - Apollo Heights
2022-12-28,Autobús,3042,35,Simplivity Springs - Composable Cloud
2022-12-29,Autobús,1772,53,Aruba Central - Composable Cloud
2022-12-30,Bicicleta,1079,43,Aruba Central - Nimble Peak
2022-12-31,Bicicleta,2115,23,Composable Cloud - HPE Innovation Hub
2023-01-01,Autobús,2737,25,Ezmeral Valley - Alletra City
2023-01-02,Bicicleta,5013,58,Nimble Peak - HPE Innovation Hub
2023-01-03,Coche Compartido,4465,43,ProLiant Village - Apollo Heights
2023-01-04,Taxi,4392,34,Simplivity Springs - HPE Innovation Hub
2023-01-05,Metro,1147,48,Alletra City - Simplivity Springs
2023-01-06,Coche Compartido,2615,19,Composable Cloud - Nimble Peak
2023-01-07,Bicicleta,1756,28,Composable Cloud - Nimble Peak
2023-01-08,Metro,2432,47,Aruba Central - Alletra City
2023-01-09,Taxi,881,45,Aruba Central - ProLiant Village
2023-01-10,Autobús,2878,26,GreenLake Shores - Simplivity Springs
2023-01-11,Bicicleta,2379,41,Ezmeral Valley - Composable Cloud
2023-01-12,Tranvía,2301,46,ProLiant Village - Composable Cloud
2023-01-13,Autobús,5377,37,HPE Innovation Hub - Nimble Peak
2023-01-14,Coche Compartido,3001,41,GreenLake Shores - Nimble Peak
2023-01-15,Taxi,2109,42,Aruba Central - Nimble Peak
2023-01-16,Taxi,1192,31,Composable Cloud - Simplivity Springs
2023-01-17,Taxi,3408,43,Alletra City - Apollo Heights
2023-01-18,Bicicleta,3035,25,Aruba Central - Apollo Heights
2023-01-19,Tranvía,2375,26,Ezmeral Valley - Simplivity Springs
2023-01-20,Coche Compartido,1318,35,Nimble Peak - Alletra City
2023-01-21,Bicicleta,2125,57,ProLiant Village - Apollo Heights
2023-01-22,Autobús,291,20,Composable Cloud - Simplivity Springs
2023-01-23,Coche Compartido,5343,43,Apollo Heights - Alletra City
2023-01-24,Autobús,4830,54,Aruba Central - Apollo Heights
2023-01-25,Metro,1351,47,Composable Cloud - Apollo Heights
2023-01-26,Coche Compartido,2189,56,Composable Cloud - Ezmeral Valley
2023-01-27,Tranvía,4461,17,Aruba Central - Nimble Peak
2023-01-28,Bicicleta,1424,59,Aruba Central - Alletra City
2023-01-29,Autobús,1478,41,Simplivity Springs - Aruba Central
2023-01-30,Tranvía,2614,39,Composable Cloud - ProLiant Village
2023-01-31,Autobús,4063,42,Alletra City - Ezmeral Valley
2023-02-01,Metro,3911,50,HPE Innovation Hub - Nimble Peak
2023-02-02,Coche Compartido,1932,36,Ezmeral Valley - GreenLake Shores
2023-02-03,Coche Compartido,2259,49,HPE Innovation Hub - Aruba Central
2023-02-04,Taxi,1725,21,Aruba Central - HPE Innovation Hub
2023-02-05,Tranvía,671,56,Ezmeral Valley - ProLiant Village
2023-02-06,Autobús,3490,52,Composable Cloud - Ezmeral Valley
2023-02-07,Coche Compartido,3671,43,ProLiant Village - GreenLake Shores
2023-02-08,Autobús,3049,12,ProLiant Village - GreenLake Shores
2023-02-09,Taxi,1395,60,Alletra City - GreenLake Shores
2023-02-10,Tranvía,3482,46,Simplivity Springs - Aruba Central
2023-02-11,Autobús,2600,54,Ezmeral Valley - Aruba Central
2023-02-12,Autobús,1337,31,Apollo Heights - Aruba Central
2023-02-13,Taxi,2411,39,Aruba Central - Composable Cloud
2023-02-14,Bicicleta,3726,47,Nimble Peak - GreenLake Shores
2023-02-15,Metro,773,20,Ezmeral Valley - Apollo Heights
2023-02-16,Tranvía,1033,54,HPE Innovation Hub - Nimble Peak
2023-02-17,Bicicleta,1452,46,Apollo Heights - Nimble Peak
2023-02-18,Coche Compartido,2408,43,GreenLake Shores - Aruba Central
2023-02-19,Coche Compartido,2455,60,Apollo Heights - ProLiant Village
2023-02-20,Autobús,2341,60,GreenLake Shores - HPE Innovation Hub
2023-02-21,Metro,5409,35,HPE Innovation Hub - Simplivity Springs
2023-02-22,Coche Compartido,5136,31,Composable Cloud - Ezmeral Valley
2023-02-23,Metro,1414,10,Nimble Peak - Alletra City
2023-02-24,Taxi,3531,42,HPE Innovation Hub - Ezmeral Valley
2023-02-25,Metro,535,32,Simplivity Springs - Nimble Peak
2023-02-26,Bicicleta,1860,60,Simplivity Springs - Aruba Central
2023-02-27,Bicicleta,3876,13,Nimble Peak - Alletra City
2023-02-28,Autobús,2505,50,Alletra City - Composable Cloud
2023-03-01,Autobús,2597,41,HPE Innovation Hub - Apollo Heights
2023-03-02,Tranvía,2482,25,ProLiant Village - Aruba Central
2023-03-03,Bicicleta,5271,48,ProLiant Village - Aruba Central
2023-03-04,Coche Compartido,628,49,HPE Innovation Hub - Simplivity Springs
2023-03-05,Taxi,2422,35,GreenLake Shores - Alletra City
2023-03-06,Bicicleta,627,47,ProLiant Village - Nimble Peak
2023-03-07,Autobús,2122,47,Apollo Heights - Ezmeral Valley
2023-03-08,Tranvía,5542,13,Ezmeral Valley - HPE Innovation Hub
2023-03-09,Bicicleta,595,34,Nimble Peak - ProLiant Village
2023-03-10,Taxi,3958,55,Nimble Peak - GreenLake Shores
2023-03-11,Taxi,1066,60,Alletra City - Simplivity Springs
2023-03-12,Autobús,1560,36,Apollo Heights - GreenLake Shores
2023-03-13,Autobús,1984,13,Simplivity Springs - GreenLake Shores
2023-03-14,Autobús,2449,50,Nimble Peak - GreenLake Shores
2023-03-15,Tranvía,1109,41,Nimble Peak - Ezmeral Valley
2023-03-16,Tranvía,1286,13,ProLiant Village - Aruba Central
2023-03-17,Coche Compartido,2411,10,Apollo Heights - Ezmeral Valley
2023-03-18,Autobús,567,41,HPE Innovation Hub - Simplivity Springs
2023-03-19,Metro,3125,55,Ezmeral Valley - GreenLake Shores
2023-03-20,Taxi,2334,29,HPE Innovation Hub - Nimble Peak
2023-03-21,Taxi,4042,30,Composable Cloud - ProLiant Village
2023-03-22,Taxi,4567,32,Simplivity Springs - Composable Cloud
2023-03-23,Taxi,1795,35,Apollo Heights - Nimble Peak
2023-03-24,Autobús,970,40,ProLiant Village - GreenLake Shores
2023-03-25,Tranvía,1688,17,Ezmeral Valley - Alletra City
2023-03-26,Bicicleta,895,10,Composable Cloud - Simplivity Springs
2023-03-27,Tranvía,1315,26,Nimble Peak - Composable Cloud
2023-03-28,Taxi,4435,45,Simplivity Springs - Composable Cloud
2023-03-29,Tranvía,3663,32,GreenLake Shores - Composable Cloud
2023-03-30,Coche Compartido,1596,41,Composable Cloud - Aruba Central
2023-03-31,Coche Compartido,4903,24,Aruba Central - Composable Cloud
2023-04-01,Coche Compartido,587,55,Apollo Heights - HPE Innovation Hub
2023-04-02,Autobús,926,59,Nimble Peak - Ezmeral Valley
2023-04-03,Taxi,3039,14,Aruba Central - Simplivity Springs
2023-04-04,Autobús,4634,23,Simplivity Springs - Alletra City
2023-04-05,Autobús,1312,25,Simplivity Springs - Alletra City
2023-04-06,Tranvía,5493,46,Ezmeral Valley - ProLiant Village
2023-04-07,Coche Compartido,1483,59,ProLiant Village - Composable Cloud
2023-04-08,Bicicleta,2649,37,HPE Innovation Hub - Aruba Central
2023-04-09,Coche Compartido,3474,54,ProLiant Village - GreenLake Shores
2023-04-10,Taxi,3607,28,HPE Innovation Hub - Nimble Peak
2023-04-11,Autobús,2663,38,Composable Cloud - HPE Innovation Hub
2023-04-12,Coche Compartido,3108,33,Apollo Heights - ProLiant Village
2023-04-13,Tranvía,3040,12,Alletra City - Composable Cloud
2023-04-14,Autobús,2206,60,Nimble Peak - GreenLake Shores
2023-04-15,Metro,936,16,Alletra City - Nimble Peak
2023-04-16,Bicicleta,895,46,Nimble Peak - Apollo Heights
2023-04-17,Taxi,2042,24,Simplivity Springs - Alletra City
2023-04-18,Autobús,1560,52,Nimble Peak - Apollo Heights
2023-04-19,Tranvía,4233,59,Alletra City - Aruba Central
2023-04-20,Bicicleta,2087,43,Apollo Heights - Alletra City
2023-04-21,Tranvía,3214,50,GreenLake Shores - Aruba Central
2023-04-22,Coche Compartido,1593,57,GreenLake Shores - Simplivity Springs
2023-04-23,Taxi,2793,59,Composable Cloud - Simplivity Springs
2023-04-24,Autobús,1504,47,ProLiant Village - HPE Innovation Hub
2023-04-25,Coche Compartido,1866,40,GreenLake Shores - Simplivity Springs
2023-04-26,Autobús,3489,36,Ezmeral Valley - Alletra City
2023-04-27,Tranvía,2105,52,Nimble Peak - Aruba Central
2023-04-28,Metro,1248,60,Composable Cloud - Alletra City
2023-04-29,Bicicleta,3188,16,ProLiant Village - HPE Innovation Hub
2023-04-30,Autobús,2579,12,GreenLake Shores - HPE Innovation Hub
2023-05-01,Autobús,2579,52,Ezmeral Valley - Aruba Central
2023-05-02,Coche Compartido,3067,16,Nimble Peak - Aruba Central
2023-05-03,Coche Compartido,822,42,Ezmeral Valley - Composable Cloud
2023-05-04,Autobús,998,10,Composable Cloud - GreenLake Shores
2023-05-05,Autobús,4490,51,Alletra City - HPE Innovation Hub
2023-05-06,Bicicleta,1044,29,GreenLake Shores - HPE Innovation Hub
2023-05-07,Autobús,1053,19,HPE Innovation Hub - Aruba Central
2023-05-08,Taxi,3511,44,Simplivity Springs - GreenLake Shores
2023-05-09,Coche Compartido,3048,48,Composable Cloud - ProLiant Village
2023-05-10,Taxi,3616,28,Ezmeral Valley - Aruba Central
2023-05-11,Coche Compartido,2183,19,Alletra City - Apollo Heights
2023-05-12,Tranvía,3184,21,Nimble Peak - GreenLake Shores
2023-05-13,Coche Compartido,1280,49,Alletra City - GreenLake Shores
2023-05-14,Bicicleta,2065,48,Apollo Heights - Alletra City
2023-05-15,Autobús,1263,42,ProLiant Village - Simplivity Springs
2023-05-16,Autobús,1727,41,Nimble Peak - Simplivity Springs
2023-05-17,Metro,1717,28,GreenLake Shores - Apollo Heights
2023-05-18,Metro,4579,32,Aruba Central - Alletra City
2023-05-19,Tranvía,3412,14,ProLiant Village - Composable Cloud
2023-05-20,Autobús,1384,35,Nimble Peak - Ezmeral Valley
2023-05-21,Autobús,2615,23,Alletra City - Nimble Peak
2023-05-22,Bicicleta,4493,34,Alletra City - HPE Innovation Hub
2023-05-23,Taxi,4695,30,Alletra City - Nimble Peak
2023-05-24,Metro,3471,14,HPE Innovation Hub - Apollo Heights
2023-05-25,Bicicleta,4271,57,Alletra City - Aruba Central
2023-05-26,Taxi,1219,44,Nimble Peak - HPE Innovation Hub
2023-05-27,Metro,2395,45,Alletra City - GreenLake Shores
2023-05-28,Tranvía,1581,31,GreenLake Shores - ProLiant Village
2023-05-29,Bicicleta,3391,30,Simplivity Springs - Aruba Central
2023-05-30,Bicicleta,3764,12,GreenLake Shores - ProLiant Village
2023-05-31,Taxi,1663,17,Aruba Central - Alletra City
