hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
ProLiant Towers,1522,1543,74.6,4909,2024-06-08,100,418,46,320.53
Aruba Luxury Lodge,1047,1095,66.3,4007,2024-06-08,100,308,20,332.35
InfoSight Boutique Hotel,3649,1570,77.6,3293,2024-06-08,89,280,36,299.96
Primera Grand,2794,1100,52.4,3702,2024-06-08,100,483,80,267.2
dHCI Executive Boutique Hotel,3710,1721,88.8,3296,2024-06-08,100,411,24,223.87
ProLiant Haven,3923,1737,52.6,4232,2024-06-08,100,472,94,274.98
Apollo Executive Beach Resort,3252,1083,68.1,4472,2024-06-08,90,442,32,200.47
Aruba Lodge,1401,1582,77.1,3520,2024-06-08,87,200,31,305.5
Alletra Haven,1869,1872,63.4,3500,2024-06-08,96,256,40,278.89
dHCI Platinum Beach Resort,3941,1006,56.4,3115,2024-06-08,88,374,27,298.81
GreenLake Platinum Heritage Inn,3561,1042,92.9,4997,2024-06-08,85,286,24,180.92
Pointnext Signature Residences & Suites,1890,1626,87.5,3764,2024-06-08,86,292,43,228.12
ProLiant Place,3586,1717,79.8,3725,2024-06-08,100,378,60,247.21
Synergy Golden Grand Hotel,1418,1816,66.7,3133,2024-06-08,100,290,53,292.6
Alletra Resort,2902,1679,61.9,4662,2024-06-08,100,381,43,322.86
GreenLake Digital Business Suites,3014,1256,50.1,4485,2024-06-08,87,398,40,178.37
Apollo Resort & Spa,1948,1898,50.5,4168,2024-06-08,92,340,26,215.9
Nimble Inn,1713,1000,88.3,4962,2024-06-08,100,299,39,215.12
Ezmeral Grand Hotel,1601,1226,72.0,4517,2024-06-08,78,164,10,135.36
Alletra Boutique Hotel,2648,1182,70.0,4280,2024-06-08,81,164,15,272.1
Simplivity Golden Plaza Hotel,3616,1482,52.1,4354,2024-06-08,81,297,39,174.62
Cray Villas,3149,1382,74.9,3640,2024-06-08,98,383,30,319.79
Apollo Diamond Suites,1199,1352,86.8,4887,2024-06-08,91,211,14,244.01
Apollo Towers,3505,1023,67.6,3626,2024-06-08,93,248,33,158.4
Alletra Diamond Grand Hotel,1615,1412,76.3,3260,2024-06-09,99,281,39,297.13
ProLiant Towers,1583,1305,77.7,4082,2024-06-09,84,227,34,224.19
Aruba Luxury Lodge,2312,1089,61.3,3067,2024-06-09,93,250,34,155.83
InfoSight Boutique Hotel,3968,1734,84.2,3626,2024-06-09,99,335,28,302.08
Primera Grand,3684,1834,93.0,3662,2024-06-09,95,426,51,249.39
dHCI Executive Boutique Hotel,3374,1286,72.5,3551,2024-06-09,88,208,31,156.18
ProLiant Haven,1016,1344,53.2,3263,2024-06-09,88,257,35,263.15
Apollo Executive Beach Resort,2229,1984,72.3,4433,2024-06-09,89,396,21,314.02
Aruba Lodge,2528,1621,60.1,4627,2024-06-09,77,282,47,197.21
Alletra Haven,3538,1713,64.2,4836,2024-06-09,100,422,53,228.95
dHCI Platinum Beach Resort,1991,1070,88.0,3540,2024-06-09,92,353,61,325.83
GreenLake Platinum Heritage Inn,3158,1817,59.0,4195,2024-06-09,87,315,31,289.46
Pointnext Signature Residences & Suites,1005,1824,63.0,4506,2024-06-09,100,374,33,297.52
ProLiant Place,1966,1398,50.3,3763,2024-06-09,100,396,54,343.83
Synergy Golden Grand Hotel,1382,1232,86.1,3444,2024-06-09,97,308,51,189.41
Alletra Resort,1370,1210,57.6,3193,2024-06-09,96,294,32,163.21
GreenLake Digital Business Suites,1590,1762,66.8,4466,2024-06-09,90,383,76,275.0
Apollo Resort & Spa,1468,1405,60.8,3624,2024-06-09,93,253,22,228.25
Nimble Inn,3858,1944,77.5,3587,2024-06-09,93,232,13,286.86
Ezmeral Grand Hotel,1493,1595,69.5,4064,2024-06-09,86,227,44,248.94
Alletra Boutique Hotel,2579,1792,60.7,3209,2024-06-09,98,380,73,291.62
Simplivity Golden Plaza Hotel,3241,1424,63.2,3703,2024-06-09,84,304,49,147.12
Cray Villas,3898,1944,60.4,3561,2024-06-09,87,308,57,147.57
Apollo Diamond Suites,3374,1236,75.9,4909,2024-06-09,94,253,35,278.21
Apollo Towers,2741,1113,80.8,3126,2024-06-09,90,322,48,176.85
Alletra Diamond Grand Hotel,2649,1532,59.2,4088,2024-06-10,70,220,25,249.23
ProLiant Towers,2501,1609,81.1,3604,2024-06-10,82,204,25,220.62
Aruba Luxury Lodge,3074,1613,84.8,3014,2024-06-10,82,268,46,254.37
InfoSight Boutique Hotel,3272,1389,73.7,3123,2024-06-10,70,327,51,155.76
Primera Grand,1027,1291,61.2,4671,2024-06-10,85,204,38,245.82
dHCI Executive Boutique Hotel,3745,1291,74.6,4983,2024-06-10,81,389,60,270.52
ProLiant Haven,2866,1376,50.8,4974,2024-06-10,75,254,39,155.55
Apollo Executive Beach Resort,3069,1752,60.4,3345,2024-06-10,89,203,36,173.97
Aruba Lodge,2433,1764,52.0,4360,2024-06-10,93,456,73,247.54
Alletra Haven,3856,1935,94.8,3426,2024-06-10,79,255,15,277.5
dHCI Platinum Beach Resort,3631,1668,66.9,4652,2024-06-10,89,345,44,291.02
GreenLake Platinum Heritage Inn,3778,1775,77.2,4970,2024-06-10,75,158,8,156.82
Pointnext Signature Residences & Suites,3419,1384,85.5,3450,2024-06-10,72,274,36,226.57
ProLiant Place,1198,1316,69.9,3495,2024-06-10,81,242,43,291.4
Synergy Golden Grand Hotel,1819,1287,79.5,3054,2024-06-10,72,294,58,141.0
Alletra Resort,2915,1523,80.2,4793,2024-06-10,81,323,25,251.78
GreenLake Digital Business Suites,3255,1919,84.9,4798,2024-06-10,88,209,16,154.57
Apollo Resort & Spa,2369,1529,61.5,3977,2024-06-10,77,245,15,259.97
Nimble Inn,1679,1304,81.6,4251,2024-06-10,77,195,16,206.29
Ezmeral Grand Hotel,3310,1682,54.6,3153,2024-06-10,78,227,11,239.88
Alletra Boutique Hotel,2010,1944,84.6,4749,2024-06-10,92,415,69,288.06
Simplivity Golden Plaza Hotel,3585,1630,51.6,4979,2024-06-10,86,205,37,180.66
Cray Villas,2909,1554,74.7,3266,2024-06-10,86,223,24,170.87
Apollo Diamond Suites,2343,1470,76.4,4169,2024-06-10,73,291,46,174.2
Apollo Towers,2785,1219,88.1,4182,2024-06-10,87,265,35,207.58
Alletra Diamond Grand Hotel,2354,1731,70.7,4364,2024-06-11,95,343,24,276.22
ProLiant Towers,1625,1982,67.9,4384,2024-06-11,72,165,28,200.59
Aruba Luxury Lodge,3431,1839,72.7,3863,2024-06-11,81,364,59,257.68
InfoSight Boutique Hotel,2209,1993,51.9,3292,2024-06-11,72,327,48,149.68
Primera Grand,1635,1480,72.9,4074,2024-06-11,84,303,28,193.89
dHCI Executive Boutique Hotel,3479,1317,54.6,4959,2024-06-11,91,442,61,170.12
ProLiant Haven,3668,1559,68.7,3524,2024-06-11,84,394,36,195.84
Apollo Executive Beach Resort,1136,1779,72.0,3820,2024-06-11,79,301,40,253.54
Aruba Lodge,3469,1057,52.0,3469,2024-06-11,72,332,26,193.55
Alletra Haven,1184,1970,79.4,4821,2024-06-11,73,307,20,147.02
dHCI Platinum Beach Resort,3838,1400,68.8,3040,2024-06-11,80,397,27,153.92
GreenLake Platinum Heritage Inn,2148,1352,80.0,3613,2024-06-11,86,287,35,207.3
Pointnext Signature Residences & Suites,2430,1302,55.0,4211,2024-06-11,93,294,51,166.5
ProLiant Place,3107,1044,57.4,4165,2024-06-11,81,363,35,258.38
Synergy Golden Grand Hotel,2660,1107,93.8,3495,2024-06-11,80,382,41,130.98
Alletra Resort,2695,1244,93.2,4500,2024-06-11,82,331,37,172.68
GreenLake Digital Business Suites,3222,1140,84.7,4975,2024-06-11,74,260,14,260.71
Apollo Resort & Spa,2903,1151,89.8,4184,2024-06-11,86,419,74,237.0
Nimble Inn,2997,1677,68.3,4784,2024-06-11,70,232,15,206.09
Ezmeral Grand Hotel,1735,1083,54.8,4226,2024-06-11,95,218,35,264.79
Alletra Boutique Hotel,3686,1340,80.8,3500,2024-06-11,94,237,14,261.64
Simplivity Golden Plaza Hotel,2062,1996,92.1,3916,2024-06-11,79,319,57,238.65
Cray Villas,3620,1548,73.8,3488,2024-06-11,86,312,57,259.79
Apollo Diamond Suites,3724,1385,55.8,3730,2024-06-11,88,176,33,249.52
Apollo Towers,2246,1565,70.9,4993,2024-06-11,93,427,49,191.78
Alletra Diamond Grand Hotel,3978,1550,51.1,4767,2024-06-12,73,329,18,180.66
ProLiant Towers,3465,1524,83.3,4114,2024-06-12,77,164,25,280.44
Aruba Luxury Lodge,1682,1267,86.7,3194,2024-06-12,74,230,43,234.79
InfoSight Boutique Hotel,3260,1894,51.7,4839,2024-06-12,82,403,38,287.2
Primera Grand,3347,1118,82.7,3321,2024-06-12,73,325,17,225.4
dHCI Executive Boutique Hotel,2888,1345,86.4,4639,2024-06-12,91,419,71,146.46
ProLiant Haven,1252,1093,94.2,4008,2024-06-12,77,158,12,170.42
Apollo Executive Beach Resort,1135,1178,54.2,4281,2024-06-12,76,184,24,209.79
Aruba Lodge,3980,1297,87.6,4134,2024-06-12,76,303,38,158.96
Alletra Haven,2040,1114,67.1,3979,2024-06-12,82,364,52,292.99
dHCI Platinum Beach Resort,1597,1724,80.3,4565,2024-06-12,89,239,47,185.52
GreenLake Platinum Heritage Inn,1809,1425,64.2,3736,2024-06-12,72,349,35,141.66
Pointnext Signature Residences & Suites,3809,1781,53.3,4465,2024-06-12,89,297,46,303.42
ProLiant Place,3477,1017,88.5,4397,2024-06-12,91,434,58,242.51
Synergy Golden Grand Hotel,3329,1715,73.3,4681,2024-06-12,81,268,13,140.56
Alletra Resort,1427,1267,84.4,3461,2024-06-12,95,225,27,182.16
GreenLake Digital Business Suites,1287,1863,57.8,3964,2024-06-12,73,164,19,169.34
Apollo Resort & Spa,3253,1240,78.8,3466,2024-06-12,86,344,55,294.03
Nimble Inn,2008,1362,64.1,4795,2024-06-12,82,333,33,231.25
Ezmeral Grand Hotel,1051,1627,52.6,3105,2024-06-12,71,350,53,211.28
Alletra Boutique Hotel,3885,1133,56.3,4590,2024-06-12,74,153,27,131.2
Simplivity Golden Plaza Hotel,1495,1271,64.1,3830,2024-06-12,87,387,25,153.98
Cray Villas,1867,1144,75.0,3741,2024-06-12,72,178,31,228.88
Apollo Diamond Suites,3791,1237,63.2,4029,2024-06-12,78,264,16,191.72
Apollo Towers,1948,1813,64.9,3838,2024-06-12,87,432,77,230.98
Alletra Diamond Grand Hotel,2938,1363,82.7,4231,2024-06-13,83,372,20,293.03
ProLiant Towers,2886,1444,79.0,3437,2024-06-13,79,373,54,281.28
Aruba Luxury Lodge,1297,1156,90.3,4908,2024-06-13,89,282,43,261.47
InfoSight Boutique Hotel,3095,1799,78.4,3658,2024-06-13,79,245,27,152.02
Primera Grand,3346,1653,67.2,3656,2024-06-13,77,158,12,176.42
dHCI Executive Boutique Hotel,3946,1477,86.7,4353,2024-06-13,88,300,21,279.42
ProLiant Haven,2973,1123,72.5,4794,2024-06-13,82,295,44,147.73
Apollo Executive Beach Resort,2729,1747,56.1,4330,2024-06-13,76,354,60,230.22
Aruba Lodge,3516,1113,70.3,4062,2024-06-13,95,331,47,150.36
Alletra Haven,3171,1110,75.2,3999,2024-06-13,95,274,30,250.66
dHCI Platinum Beach Resort,2255,1515,51.6,4165,2024-06-13,70,229,14,193.6
GreenLake Platinum Heritage Inn,2682,1184,54.0,4161,2024-06-13,95,352,32,256.66
Pointnext Signature Residences & Suites,3192,1430,50.5,3756,2024-06-13,81,162,24,182.06
ProLiant Place,1286,1582,70.2,3390,2024-06-13,94,235,17,282.4
Synergy Golden Grand Hotel,3301,1676,62.8,4595,2024-06-13,72,253,38,185.99
Alletra Resort,2881,1678,60.9,4524,2024-06-13,81,244,17,176.07
GreenLake Digital Business Suites,2631,1051,83.4,3684,2024-06-13,91,433,44,190.39
Apollo Resort & Spa,3597,1836,76.3,3367,2024-06-13,76,272,17,164.96
Nimble Inn,2809,1625,62.0,3039,2024-06-13,75,256,27,207.34
Ezmeral Grand Hotel,1342,1433,88.0,3003,2024-06-13,95,352,63,262.14
Alletra Boutique Hotel,1718,1804,58.2,4455,2024-06-13,75,202,23,168.93
Simplivity Golden Plaza Hotel,1331,1900,84.7,4994,2024-06-13,94,241,24,240.73
Cray Villas,1125,1866,55.5,4639,2024-06-13,72,355,43,146.4
Apollo Diamond Suites,1750,1541,55.8,3432,2024-06-13,88,298,56,147.12
Apollo Towers,1740,1251,79.8,4041,2024-06-13,85,370,53,233.69
Alletra Diamond Grand Hotel,2313,1636,60.9,3386,2024-06-14,77,182,14,136.68
ProLiant Towers,1803,1501,91.3,3324,2024-06-14,93,402,33,304.73
Aruba Luxury Lodge,1167,1152,71.9,3803,2024-06-14,93,363,55,297.03
InfoSight Boutique Hotel,1290,1606,83.0,4406,2024-06-14,82,223,28,267.72
Primera Grand,3623,1415,73.2,4361,2024-06-14,76,224,26,156.82
dHCI Executive Boutique Hotel,2270,1434,80.4,4364,2024-06-14,79,210,33,259.44
ProLiant Haven,3355,1629,76.9,4832,2024-06-14,92,187,36,163.16
Apollo Executive Beach Resort,1919,1709,63.0,3999,2024-06-14,85,207,27,182.35
Aruba Lodge,3971,1442,79.0,4026,2024-06-14,75,308,25,201.45
Alletra Haven,3823,1153,67.7,3287,2024-06-14,94,306,42,267.26
dHCI Platinum Beach Resort,2762,1124,79.9,3141,2024-06-14,75,232,20,240.78
GreenLake Platinum Heritage Inn,2058,1779,57.5,3803,2024-06-14,78,182,10,213.18
Pointnext Signature Residences & Suites,3501,1066,77.5,4228,2024-06-14,85,238,15,287.11
ProLiant Place,3641,1033,72.7,3588,2024-06-14,95,304,26,216.9
Synergy Golden Grand Hotel,3938,1375,68.9,4231,2024-06-14,81,314,27,219.88
Alletra Resort,3725,1685,50.5,4361,2024-06-14,91,359,36,309.47
GreenLake Digital Business Suites,2494,1704,63.2,3991,2024-06-14,84,338,27,156.75
Apollo Resort & Spa,3966,1086,50.4,3693,2024-06-14,70,189,24,177.26
Nimble Inn,2068,1562,80.6,3834,2024-06-14,86,205,25,194.96
Ezmeral Grand Hotel,3390,1323,85.3,4815,2024-06-14,83,313,46,222.18
Alletra Boutique Hotel,1090,1430,58.5,4725,2024-06-14,84,410,64,254.49
Simplivity Golden Plaza Hotel,3679,1305,52.6,3131,2024-06-14,77,359,38,223.21
Cray Villas,3824,1613,67.8,4346,2024-06-14,82,329,33,181.35
Apollo Diamond Suites,1424,1078,71.7,4288,2024-06-14,79,210,26,242.22
Apollo Towers,2962,1182,66.8,4771,2024-06-14,85,272,33,142.62
Alletra Diamond Grand Hotel,3324,1578,90.7,4210,2024-06-15,78,309,38,234.73
ProLiant Towers,1481,1999,78.4,4263,2024-06-15,100,223,41,273.03
Aruba Luxury Lodge,3091,1694,88.0,3687,2024-06-15,92,199,20,325.95
InfoSight Boutique Hotel,2603,1856,56.6,3179,2024-06-15,81,371,62,189.43
Primera Grand,3442,1556,93.6,4572,2024-06-15,81,267,31,246.72
dHCI Executive Boutique Hotel,3706,1942,64.1,4799,2024-06-15,100,250,37,299.5
ProLiant Haven,1660,1696,94.7,4350,2024-06-15,100,381,30,231.62
Apollo Executive Beach Resort,1645,1656,94.6,4489,2024-06-15,90,426,84,238.26
Aruba Lodge,2162,1548,73.4,4085,2024-06-15,88,316,17,271.43
Alletra Haven,1527,1956,83.1,3213,2024-06-15,100,422,49,343.81
dHCI Platinum Beach Resort,1160,1909,59.4,3273,2024-06-15,85,293,31,214.38
GreenLake Platinum Heritage Inn,3963,1178,68.4,3164,2024-06-15,96,338,43,175.8
Pointnext Signature Residences & Suites,1986,1639,51.3,4174,2024-06-15,88,260,32,184.76
ProLiant Place,3747,1973,60.0,4717,2024-06-15,98,379,46,314.69
Synergy Golden Grand Hotel,2678,1017,74.9,3460,2024-06-15,93,430,84,263.98
Alletra Resort,2782,1073,87.9,4954,2024-06-15,91,385,61,296.91
GreenLake Digital Business Suites,2632,1218,51.0,4211,2024-06-15,90,251,21,188.58
Apollo Resort & Spa,2223,1213,91.5,4599,2024-06-15,86,222,30,142.19
Nimble Inn,3867,1986,82.5,4180,2024-06-15,100,218,41,332.38
Ezmeral Grand Hotel,2359,1810,65.4,4855,2024-06-15,81,179,30,228.9
Alletra Boutique Hotel,2165,1185,83.3,3762,2024-06-15,86,234,14,224.28
Simplivity Golden Plaza Hotel,3035,1066,64.5,4495,2024-06-15,85,325,49,302.67
Cray Villas,3437,2000,55.1,3823,2024-06-15,95,356,46,235.15
Apollo Diamond Suites,2238,1683,72.9,3860,2024-06-15,99,446,81,195.19
Apollo Towers,3433,1433,86.4,3129,2024-06-15,87,201,23,179.55
Alletra Diamond Grand Hotel,1606,1902,92.8,4334,2024-06-16,97,471,91,277.55
ProLiant Towers,2584,1929,64.2,4601,2024-06-16,88,336,17,198.7
Aruba Luxury Lodge,2955,1122,59.0,3276,2024-06-16,86,377,23,195.03
InfoSight Boutique Hotel,1573,1469,58.8,4477,2024-06-16,83,315,21,263.25
Primera Grand,2832,1674,54.9,3704,2024-06-16,100,488,74,254.94
dHCI Executive Boutique Hotel,1330,1683,63.7,3393,2024-06-16,100,202,28,213.77
ProLiant Haven,1697,1057,71.0,3297,2024-06-16,86,313,41,136.05
Apollo Executive Beach Resort,1233,1990,66.4,4104,2024-06-16,94,206,12,323.59
Aruba Lodge,1383,1479,86.4,4693,2024-06-16,90,228,43,203.15
Alletra Haven,3195,1422,64.1,3539,2024-06-16,100,375,50,225.62
dHCI Platinum Beach Resort,2015,1203,89.9,3354,2024-06-16,85,374,49,242.28
GreenLake Platinum Heritage Inn,1335,1969,79.6,3894,2024-06-16,84,302,42,226.16
Pointnext Signature Residences & Suites,2909,1355,82.9,4621,2024-06-16,84,169,18,217.54
ProLiant Place,2131,1377,69.9,3743,2024-06-16,100,284,16,286.48
Synergy Golden Grand Hotel,1977,1091,53.1,3734,2024-06-16,94,376,32,178.47
Alletra Resort,1842,1823,75.0,3339,2024-06-16,85,354,65,166.39
GreenLake Digital Business Suites,3015,1845,93.3,3272,2024-06-16,94,337,47,240.04
Apollo Resort & Spa,3006,1780,65.8,3207,2024-06-16,84,191,31,196.3
Nimble Inn,3952,1852,77.1,3145,2024-06-16,91,346,54,217.98
Ezmeral Grand Hotel,3574,1877,68.1,3083,2024-06-16,100,269,45,263.07
Alletra Boutique Hotel,3784,1531,69.6,3980,2024-06-16,94,450,35,178.89
Simplivity Golden Plaza Hotel,2662,1552,50.3,4571,2024-06-16,80,391,20,229.22
Cray Villas,2385,1674,68.1,3685,2024-06-16,99,392,44,209.8
Apollo Diamond Suites,3321,1586,72.8,3336,2024-06-16,92,235,40,293.83
Apollo Towers,1813,1117,76.9,3983,2024-06-16,91,225,31,199.8
Alletra Diamond Grand Hotel,3143,1284,68.7,3425,2024-06-17,88,354,35,213.41
ProLiant Towers,3906,1145,59.9,3437,2024-06-17,77,349,25,265.67
Aruba Luxury Lodge,1135,1090,64.3,4286,2024-06-17,84,404,44,189.85
InfoSight Boutique Hotel,2733,1733,91.5,3232,2024-06-17,73,250,33,201.63
Primera Grand,2475,1205,75.5,3089,2024-06-17,88,377,51,199.51
dHCI Executive Boutique Hotel,3511,1487,80.1,4754,2024-06-17,70,225,33,193.08
ProLiant Haven,3551,1955,84.7,3824,2024-06-17,77,353,54,234.55
Apollo Executive Beach Resort,2041,1748,54.2,3941,2024-06-17,89,368,47,152.95
Aruba Lodge,2042,1887,83.3,3418,2024-06-17,94,411,21,275.59
Alletra Haven,1839,1030,85.5,3465,2024-06-17,83,382,25,231.57
dHCI Platinum Beach Resort,2901,1300,62.1,3435,2024-06-17,73,162,8,168.34
GreenLake Platinum Heritage Inn,1581,1547,74.2,3858,2024-06-17,94,376,42,274.43
Pointnext Signature Residences & Suites,3786,1963,88.5,3923,2024-06-17,74,160,24,140.57
ProLiant Place,2497,1663,91.3,4675,2024-06-17,94,238,32,203.92
Synergy Golden Grand Hotel,2168,1691,57.5,3747,2024-06-17,76,152,28,202.29
Alletra Resort,3360,1013,90.3,4443,2024-06-17,90,322,64,167.43
GreenLake Digital Business Suites,2159,1027,71.6,3896,2024-06-17,76,287,43,173.66
Apollo Resort & Spa,1364,1400,70.1,4525,2024-06-17,85,340,30,299.94
Nimble Inn,2501,1626,67.9,3257,2024-06-17,82,235,26,229.05
Ezmeral Grand Hotel,2499,1879,82.6,4288,2024-06-17,80,165,29,276.62
Alletra Boutique Hotel,2102,1547,76.9,4343,2024-06-17,71,251,25,257.17
Simplivity Golden Plaza Hotel,1227,1202,71.8,4247,2024-06-17,72,357,31,232.55
Cray Villas,1823,1236,70.9,4188,2024-06-17,92,459,38,155.77
Apollo Diamond Suites,2548,1559,69.3,3214,2024-06-17,84,174,26,298.51
Apollo Towers,1667,1536,61.4,4768,2024-06-17,93,239,23,167.43
Alletra Diamond Grand Hotel,2477,1441,87.3,3596,2024-06-18,79,218,14,278.94
ProLiant Towers,3545,1527,62.5,3291,2024-06-18,87,384,73,269.11
Aruba Luxury Lodge,1516,1685,58.0,3799,2024-06-18,84,290,16,180.91
InfoSight Boutique Hotel,2987,1613,70.1,3569,2024-06-18,78,267,17,199.53
Primera Grand,3181,1631,89.1,4607,2024-06-18,78,385,56,170.12
dHCI Executive Boutique Hotel,3613,1470,86.9,3938,2024-06-18,74,264,36,150.27
ProLiant Haven,1165,1480,87.7,4601,2024-06-18,92,267,29,218.64
Apollo Executive Beach Resort,1971,1928,92.6,3101,2024-06-18,72,351,19,151.35
Aruba Lodge,2009,1186,89.5,4620,2024-06-18,77,305,56,253.52
Alletra Haven,3652,1854,53.6,4012,2024-06-18,73,294,55,170.99
dHCI Platinum Beach Resort,3373,1445,86.9,4339,2024-06-18,73,196,19,148.25
GreenLake Platinum Heritage Inn,3907,1513,86.4,4741,2024-06-18,74,222,42,265.07
Pointnext Signature Residences & Suites,1041,1378,62.4,3623,2024-06-18,71,272,22,261.4
ProLiant Place,1716,1701,88.1,3281,2024-06-18,76,301,39,219.19
Synergy Golden Grand Hotel,2945,1218,63.4,3196,2024-06-18,90,440,23,209.07
Alletra Resort,1778,1029,68.2,4577,2024-06-18,78,372,38,183.06
GreenLake Digital Business Suites,2697,1088,63.7,3231,2024-06-18,85,398,76,198.47
Apollo Resort & Spa,3679,1915,71.5,3968,2024-06-18,74,331,52,160.99
Nimble Inn,3090,1772,68.8,3353,2024-06-18,93,362,47,235.16
Ezmeral Grand Hotel,2495,1648,70.1,3943,2024-06-18,74,290,32,209.71
Alletra Boutique Hotel,3989,1082,79.9,3565,2024-06-18,71,292,53,166.18
Simplivity Golden Plaza Hotel,3671,1614,63.4,4995,2024-06-18,73,183,13,225.09
Cray Villas,2888,1366,89.8,3038,2024-06-18,72,184,11,122.0
Apollo Diamond Suites,2304,1083,76.8,4241,2024-06-18,79,296,32,203.33
Apollo Towers,3160,1905,94.1,3942,2024-06-18,93,421,62,287.6
Alletra Diamond Grand Hotel,3955,1087,83.0,4994,2024-06-19,95,436,68,269.8
ProLiant Towers,3928,1459,53.0,4422,2024-06-19,93,341,37,320.19
Aruba Luxury Lodge,1664,1496,55.2,3249,2024-06-19,84,358,31,215.95
InfoSight Boutique Hotel,1075,1372,51.0,4319,2024-06-19,94,333,51,316.05
Primera Grand,2546,1817,74.7,3137,2024-06-19,78,381,74,254.26
dHCI Executive Boutique Hotel,3005,1705,85.1,3339,2024-06-19,76,360,51,238.21
ProLiant Haven,1816,1878,70.5,4303,2024-06-19,90,218,24,182.13
Apollo Executive Beach Resort,1640,1992,56.6,3904,2024-06-19,73,183,17,196.63
Aruba Lodge,2355,1452,91.3,4037,2024-06-19,82,213,28,161.02
Alletra Haven,1209,1603,52.1,3839,2024-06-19,87,252,15,241.36
dHCI Platinum Beach Resort,3220,1701,51.4,4435,2024-06-19,85,202,23,194.08
GreenLake Platinum Heritage Inn,2258,1107,66.2,3914,2024-06-19,94,333,66,280.01
Pointnext Signature Residences & Suites,1759,1409,91.3,3464,2024-06-19,84,339,19,153.25
ProLiant Place,1295,1153,58.2,3956,2024-06-19,73,281,37,173.16
Synergy Golden Grand Hotel,2044,1214,90.1,3809,2024-06-19,72,297,17,218.97
Alletra Resort,2815,1183,54.3,4065,2024-06-19,74,200,33,250.7
GreenLake Digital Business Suites,2238,1085,71.9,4935,2024-06-19,72,147,8,200.77
Apollo Resort & Spa,2817,1904,79.4,4248,2024-06-19,70,204,39,240.91
Nimble Inn,1241,1753,61.6,4440,2024-06-19,95,263,39,185.77
Ezmeral Grand Hotel,2512,1540,56.0,3962,2024-06-19,78,362,21,213.4
Alletra Boutique Hotel,3203,1895,66.2,3475,2024-06-19,80,290,22,146.5
Simplivity Golden Plaza Hotel,1694,1443,70.1,4528,2024-06-19,94,391,41,325.17
Cray Villas,1663,1500,69.2,3599,2024-06-19,83,402,63,150.49
Apollo Diamond Suites,2999,1496,70.9,4508,2024-06-19,87,225,17,302.36
Apollo Towers,3670,1845,80.3,4365,2024-06-19,87,371,61,160.09
Alletra Diamond Grand Hotel,1494,1359,94.8,3688,2024-06-20,93,218,23,320.59
ProLiant Towers,1564,1464,52.3,4353,2024-06-20,91,194,10,245.68
Aruba Luxury Lodge,3706,1780,75.6,4758,2024-06-20,84,384,38,266.44
InfoSight Boutique Hotel,2942,1498,66.4,4446,2024-06-20,74,272,23,194.47
Primera Grand,3232,1753,60.4,3882,2024-06-20,82,258,16,264.75
dHCI Executive Boutique Hotel,1700,1141,58.3,4562,2024-06-20,91,422,56,180.62
ProLiant Haven,1604,1260,94.0,3869,2024-06-20,91,288,35,228.5
Apollo Executive Beach Resort,3653,1391,78.4,4361,2024-06-20,88,408,22,144.42
Aruba Lodge,2899,1158,76.6,3167,2024-06-20,82,246,20,245.51
Alletra Haven,1092,1009,83.3,4913,2024-06-20,85,346,68,175.86
dHCI Platinum Beach Resort,3732,1475,51.4,3715,2024-06-20,86,251,23,244.4
GreenLake Platinum Heritage Inn,1592,1996,68.2,3875,2024-06-20,75,164,23,242.32
Pointnext Signature Residences & Suites,1638,1715,75.1,4711,2024-06-20,89,243,21,170.93
ProLiant Place,3230,1714,84.4,3300,2024-06-20,84,360,24,296.26
Synergy Golden Grand Hotel,2387,1008,88.9,4680,2024-06-20,85,256,30,160.33
Alletra Resort,3163,1017,54.1,4745,2024-06-20,89,383,63,178.33
GreenLake Digital Business Suites,3256,1553,91.9,4936,2024-06-20,81,176,26,243.74
Apollo Resort & Spa,1542,1918,53.4,3725,2024-06-20,87,357,32,155.41
Nimble Inn,2513,1958,50.4,3592,2024-06-20,89,407,56,298.68
Ezmeral Grand Hotel,3842,1449,69.9,3375,2024-06-20,94,469,63,195.52
Alletra Boutique Hotel,1248,1446,81.3,3445,2024-06-20,78,244,45,146.59
Simplivity Golden Plaza Hotel,1971,1783,76.4,3568,2024-06-20,82,255,44,279.52
Cray Villas,1183,1682,69.2,4498,2024-06-20,74,239,45,173.07
Apollo Diamond Suites,3225,1075,67.5,3673,2024-06-20,84,261,39,228.69
Apollo Towers,3474,1057,77.1,3866,2024-06-20,91,311,51,219.31
Alletra Diamond Grand Hotel,1602,1664,73.6,3260,2024-06-21,71,202,29,237.22
ProLiant Towers,3484,1102,63.4,3559,2024-06-21,75,368,23,274.8
Aruba Luxury Lodge,3798,1223,55.3,4758,2024-06-21,88,187,27,245.14
InfoSight Boutique Hotel,2695,1521,70.4,4904,2024-06-21,74,338,58,169.34
Primera Grand,1154,1324,67.4,4354,2024-06-21,79,343,26,131.73
dHCI Executive Boutique Hotel,3217,1201,60.6,3039,2024-06-21,86,344,53,250.44
ProLiant Haven,3807,1626,81.9,3121,2024-06-21,88,398,42,255.96
